station,date,latitude,longitude,elevation,name,actual_mean,temp_attributes,dewp,dewp_attributes,slp,slp_attributes,stp,stp_attributes,visib,visib_attributes,wdsp,wdsp_attributes,mxspd,gust,actual_high,max_attributes,actual_low,min_attributes,prcp,prcp_attributes,sndp,fog,rain,snow,hail,thunder,tornado,year,year_2,month,day,day_of_year,precip,actual_precip_ytd
72565003017,2003-03-05,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",19,24,10.3,24,1007.1,20,999.9,0,6.5,23,7.8,24,25.1,29.9,41,NA,7,NA,0.05,G,1.2,NA,NA,NA,NA,NA,NA,2003,2003,Mar,5,2000-03-05,0.05,0.6
72565003017,2003-03-06,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.7,24,11,24,1002.8,24,999.9,0,10,24,12.2,24,31.1,36.9,54,*,28,*,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,6,2000-03-06,0,0.6
72565003017,2003-03-07,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.1,24,18,24,1006.5,24,999.9,0,9.9,24,7.5,24,18.1,999.9,61,NA,23,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,7,2000-03-07,0,0.6
72565003017,2003-03-08,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.4,24,16.3,24,1005.8,24,999.9,0,9.9,24,11.1,24,24.1,33,63,NA,23,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,8,2000-03-08,0,0.6
72565003017,2003-03-09,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.3,24,13.9,24,1013.2,24,999.9,0,10,24,12,24,24.1,28.9,63,NA,28,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,9,2000-03-09,0,0.6
72565003017,2003-03-10,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.6,24,11.4,24,1011.2,24,999.9,0,10,24,8,24,15.9,19,64.4,*,33.1,*,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,10,2000-03-10,0,0.6
72565003017,2003-03-11,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.4,24,19.4,24,1007.3,24,999.9,0,10,24,11.1,24,22.9,30.9,66,NA,28,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,11,2000-03-11,0,0.6
72565003017,2003-03-12,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.5,24,19.5,24,1006.5,24,999.9,0,9.9,24,10.4,24,19,28.9,68,NA,37,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,12,2000-03-12,0,0.6
72565003017,2003-03-13,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.8,24,17.2,24,1015.1,24,999.9,0,9.9,24,8.4,24,13,14,73.9,NA,30.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,13,2000-03-13,0,0.6
72565003017,2003-03-14,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.4,24,14.1,24,1009,24,999.9,0,9.9,24,9.5,24,15.9,999.9,75,NA,30.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,14,2000-03-14,0,0.6
72565003017,2003-03-15,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",57.7,24,16.8,24,1003.3,24,999.9,0,9.9,24,8.2,24,15.9,16.9,75,NA,44.1,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,15,2000-03-15,0,0.6
72565003017,2003-03-16,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.1,24,15.3,24,998.7,24,999.9,0,9.9,24,7.7,24,15.9,18.1,66.9,NA,37,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,16,2000-03-16,0,0.6
72565003017,2003-03-17,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.7,24,34,24,992.9,24,999.9,0,9.7,24,10.4,24,21,26,64,NA,37,NA,0.22,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,17,2000-03-17,0.22,0.8200000000000001
72565003017,2003-03-18,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",33.1,24,32.4,24,996.9,21,999.9,0,3.9,16,18.6,24,25.1,30.9,50,NA,30,NA,0.95,G,3.1,NA,NA,NA,NA,NA,NA,2003,2003,Mar,18,2000-03-18,0.95,1.77
72565003017,2003-03-19,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",29,24,28,24,1010.5,23,825.3,4,2.2,14,19.8,24,27,32.1,39,NA,27,NA,1.49,G,18.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,19,2000-03-19,1.49,3.26
72565003017,2003-03-20,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.8,24,28.3,24,1016.4,21,999.9,0,8.2,24,5.6,24,10.1,999.9,36,NA,26.1,NA,0.36,G,15,NA,NA,NA,NA,NA,NA,2003,2003,Mar,20,2000-03-20,0.36,3.62
72565003017,2003-03-21,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.1,24,30.1,24,1014.5,23,999.9,0,7.5,24,4.8,24,8.9,999.9,41,NA,26.1,NA,0.03,G,9.8,NA,NA,NA,NA,NA,NA,2003,2003,Mar,21,2000-03-21,0.03,3.65
72565003017,2003-03-22,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.1,24,26,24,1017.6,24,999.9,0,9.9,24,11.3,24,15.9,999.9,41,NA,30,NA,0,C,9.1,NA,NA,NA,NA,NA,NA,2003,2003,Mar,22,2000-03-22,0,3.65
72565003017,2003-03-23,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",41.9,24,27.7,24,1011.1,24,999.9,0,9.9,24,12.8,24,18.1,999.9,54,NA,30,NA,0,D,5.1,NA,NA,NA,NA,NA,NA,2003,2003,Mar,23,2000-03-23,0,3.65
72565003017,2003-03-24,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",37.1,24,30.5,24,1010.7,20,999.9,0,7,24,7.5,24,11.1,999.9,54,NA,32,NA,0,G,5.1,NA,NA,NA,NA,NA,NA,2003,2003,Mar,24,2000-03-24,0,3.65
72565003017,2003-03-25,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",33.8,24,30.6,24,1019.3,21,999.9,0,7.5,24,5.7,24,11.1,999.9,39.9,*,28.9,*,0.09,G,3.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,25,2000-03-25,0.09,3.7399999999999998
72565003017,2003-03-26,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.8,24,28.6,24,1011.8,24,999.9,0,9.9,24,10.6,24,15.9,18.1,60.1,NA,28,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,26,2000-03-26,0,3.7399999999999998
72565003017,2003-03-27,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.8,24,26.7,24,1003.8,22,999.9,0,8.1,24,16,24,29.9,34,57,*,24.8,*,0.08,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,27,2000-03-27,0.08,3.82
72565003017,2003-03-28,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",27.1,24,18.4,24,1023.3,22,999.9,0,8.9,24,11.8,24,18.1,21,42.1,NA,23,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,28,2000-03-28,0,3.82
72565003017,2003-03-29,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",26.5,24,15.1,24,1029.9,24,999.9,0,9.8,24,8.5,24,15.9,999.9,37.4,*,19.4,*,0,H,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,29,2000-03-29,0,3.82
72565003017,2003-03-30,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",36.9,24,22.2,24,1026.9,24,999.9,0,9.9,24,8,24,11.1,999.9,57.9,NA,19.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,30,2000-03-30,0,3.82
72565003017,2003-03-31,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.5,24,25.8,24,1017.8,24,999.9,0,9.9,24,10.9,24,17.1,999.9,69.1,NA,26.1,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Mar,31,2000-03-31,0,3.82
72565003017,2003-04-01,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",56,24,25.6,24,1006.4,24,999.9,0,9.9,24,12.3,24,21,26,73.9,NA,37.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,1,2000-04-01,0,3.82
72565003017,2003-04-02,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.2,24,24.4,24,999.7,24,999.9,0,9.9,24,16.1,24,28,32.1,73.9,NA,43,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,2,2000-04-02,0,3.82
72565003017,2003-04-03,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.8,24,20.9,24,997.9,24,999.9,0,9.8,24,15,24,27,42,72,NA,35.1,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,3,2000-04-03,0,3.82
72565003017,2003-04-04,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.2,24,22.9,24,1007.9,23,999.9,0,9.7,24,10.2,24,22.9,33,62.1,NA,28.9,NA,0.02,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,4,2000-04-04,0.02,3.84
72565003017,2003-04-05,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",39.7,24,22.9,24,1008.7,24,999.9,0,9.6,24,12.8,24,22,28.9,51.1,NA,28.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,5,2000-04-05,0,3.84
72565003017,2003-04-06,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.7,24,29.1,24,1005.6,23,999.9,0,6.1,23,11.2,24,19,22.9,51.1,NA,28,NA,0.04,G,1.2,NA,NA,NA,NA,NA,NA,2003,2003,Apr,6,2000-04-06,0.04,3.88
72565003017,2003-04-07,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",31.5,24,24.3,24,1019.1,24,999.9,0,8.2,24,8.3,24,19,22.9,45,NA,25,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,7,2000-04-07,0,3.88
72565003017,2003-04-08,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",35.3,24,19.5,24,1029.8,24,999.9,0,9.6,24,6,24,12,999.9,55,NA,21.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,8,2000-04-08,0,3.88
72565003017,2003-04-09,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",50,24,16.8,24,1020.3,24,999.9,0,9.9,24,8.9,24,14,999.9,73,NA,21.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,9,2000-04-09,0,3.88
72565003017,2003-04-10,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",56.7,24,15.8,24,1013.4,24,999.9,0,9.9,24,9.2,24,14,15.9,73.9,NA,35.1,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,10,2000-04-10,0,3.88
72565003017,2003-04-11,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.2,24,22.7,24,1010.8,24,999.9,0,9.9,24,9.6,24,17.1,36.9,77,NA,42.1,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,11,2000-04-11,0,3.88
72565003017,2003-04-12,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",60.8,24,21.1,24,1009.9,24,999.9,0,9.9,24,9.1,24,17.1,999.9,78.1,NA,42.1,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,12,2000-04-12,0,3.88
72565003017,2003-04-13,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.1,24,18,24,1006.7,24,999.9,0,10,24,7.8,24,15,22.9,80.1,NA,42.1,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,13,2000-04-13,0,3.88
72565003017,2003-04-14,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.9,24,16,24,1005.2,24,999.9,0,9.9,24,10.6,24,15.9,16.9,80.1,NA,45,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,14,2000-04-14,0,3.88
72565003017,2003-04-15,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",62.9,24,23.6,24,996.5,24,999.9,0,9.9,24,15.3,24,27,29.9,75,*,46.4,*,0.01,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,15,2000-04-15,0.01,3.89
72565003017,2003-04-16,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49,24,32.8,24,1004.6,23,999.9,0,9.4,24,18.1,24,35,42.9,72,NA,39.9,NA,0.27,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,16,2000-04-16,0.27,4.16
72565003017,2003-04-17,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.9,24,32,24,1009.7,24,999.9,0,9.9,24,11.8,24,26,32.1,66,*,36,*,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,17,2000-04-17,0,4.16
72565003017,2003-04-18,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.7,24,32.8,24,997.6,24,999.9,0,9.9,24,13.5,24,26,35,69.1,NA,36,NA,0.02,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,18,2000-04-18,0.02,4.18
72565003017,2003-04-19,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",44,24,35.3,24,1008.8,23,999.9,0,9.1,24,11.8,24,22,26,62.1,NA,37,NA,0.14,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,19,2000-04-19,0.14,4.32
72565003017,2003-04-20,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",42.9,24,29.1,24,1020.3,24,999.9,0,9.9,24,7.2,24,19,26,55.9,*,30.2,*,0.06,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,20,2000-04-20,0.06,4.38
72565003017,2003-04-21,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.6,24,31.7,24,1017.2,24,999.9,0,9.9,24,9.3,24,19,20,66.9,NA,30.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,21,2000-04-21,0,4.38
72565003017,2003-04-22,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",51.3,24,38.9,24,1005.8,22,999.9,0,9.7,24,10,24,33,40,66.9,NA,35.1,NA,0.06,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,22,2000-04-22,0.06,4.44
72565003017,2003-04-23,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.3,24,40.7,24,995,22,999.9,0,8.5,24,18.4,24,37.1,48,63,NA,32,NA,0.99,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,23,2000-04-23,0.99,5.43
72565003017,2003-04-24,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",38.6,24,36.7,24,1004.7,21,999.9,0,8.6,24,15,24,25.1,30.9,55,NA,32,NA,0.35,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,24,2000-04-24,0.35,5.78
72565003017,2003-04-25,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",45.5,24,40.7,24,1010,23,999.9,0,7.5,24,5.8,24,12,999.9,62.6,*,35.6,*,0,C,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,25,2000-04-25,0,5.78
72565003017,2003-04-26,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",54.5,24,40.7,24,1003.4,24,999.9,0,9.1,24,6.7,24,15,999.9,72,NA,36,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,26,2000-04-26,0,5.78
72565003017,2003-04-27,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.7,24,32.7,24,1008.1,24,999.9,0,10,24,8.5,24,20,25.1,72,NA,39.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,27,2000-04-27,0,5.78
72565003017,2003-04-28,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.8,24,41.8,24,1009.1,22,999.9,0,9.1,24,11.9,24,20,22,70,NA,39.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,28,2000-04-28,0,5.78
72565003017,2003-04-29,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.6,24,46.6,24,1006.1,22,999.9,0,6.4,24,9.9,24,19,28,70,NA,42.1,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,29,2000-04-29,0,5.78
72565003017,2003-04-30,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.5,24,43.2,24,1004.3,18,999.9,0,8.7,24,7.2,24,17.1,19,57.9,*,39.2,*,0.23,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,Apr,30,2000-04-30,0.23,6.01
72565003017,2003-05-01,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",46.4,24,38,24,1010.7,23,999.9,0,10,24,8.8,24,20,999.9,59,NA,37,NA,0.04,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,1,2000-05-01,0.04,6.05
72565003017,2003-05-02,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.3,24,36.3,24,1014.2,24,999.9,0,9.9,24,7.6,24,15.9,20,62.1,NA,37,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,2,2000-05-02,0,6.05
72565003017,2003-05-03,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",57.8,24,33.6,24,1005,24,999.9,0,9.9,24,10,24,19,26,75,NA,37,NA,0,C,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,3,2000-05-03,0,6.05
72565003017,2003-05-04,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",53.9,24,28,24,997,23,999.9,0,10,24,8.8,24,23.9,33,75,NA,41,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,4,2000-05-04,0,6.05
72565003017,2003-05-05,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.6,24,25.7,24,1001.1,24,999.9,0,9.9,24,11.6,24,24.1,28.9,63,NA,37.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,5,2000-05-05,0,6.05
72565003017,2003-05-06,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",49.8,24,29.2,24,1006.7,24,999.9,0,9.9,24,7.9,24,20,26,62.1,NA,37.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,6,2000-05-06,0,6.05
72565003017,2003-05-07,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",50.8,24,36.7,24,1006.3,23,999.9,0,10,24,11.1,24,22,32.1,66,NA,37.9,NA,0.02,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,7,2000-05-07,0.02,6.07
72565003017,2003-05-08,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.1,24,39.3,24,1000.3,23,999.9,0,10,24,7.6,24,20,25.1,66,NA,39.9,NA,0.35,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,8,2000-05-08,0.35,6.42
72565003017,2003-05-09,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",41,24,37,24,1007.1,22,999.9,0,9.9,24,9.8,24,14,999.9,54,*,35.6,*,0.05,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,9,2000-05-09,0.05,6.47
72565003017,2003-05-10,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",34.2,24,32.9,24,1012.6,21,999.9,0,3.8,23,9.1,24,16.9,19,43,NA,30.9,NA,1,G,3.1,NA,NA,NA,NA,NA,NA,2003,2003,May,10,2000-05-10,1,7.47
72565003017,2003-05-11,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",43,24,33.5,24,1020.2,24,999.9,0,9.9,24,7.1,24,11.1,999.9,60.1,NA,30.9,NA,0.2,G,1.2,NA,NA,NA,NA,NA,NA,2003,2003,May,11,2000-05-11,0.2,7.67
72565003017,2003-05-12,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",52.1,24,37.2,24,1016.5,24,999.9,0,9.9,24,8.2,24,18.1,999.9,70,NA,32,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,12,2000-05-12,0,7.67
72565003017,2003-05-13,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",59.2,24,37,24,1011,24,999.9,0,9.9,24,12,24,20,23.9,73.9,NA,37,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,13,2000-05-13,0,7.67
72565003017,2003-05-14,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",60,24,36.9,24,1011.7,24,999.9,0,9.9,24,8.3,24,17.1,999.9,73.9,NA,46,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,14,2000-05-14,0,7.67
72565003017,2003-05-15,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",57.5,24,41.2,24,1007.9,24,999.9,0,9.9,24,7.5,24,22,999.9,69.1,*,44.6,*,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,15,2000-05-15,0,7.67
72565003017,2003-05-16,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",58.1,24,49.6,24,1009.8,22,999.9,0,7.5,23,6.9,24,22,999.9,75.9,NA,45,NA,0.22,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,16,2000-05-16,0.22,7.89
72565003017,2003-05-17,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.1,24,44.4,24,1008.6,24,999.9,0,9.9,24,13.3,24,25.1,28.9,84.9,NA,51.1,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,17,2000-05-17,0,7.89
72565003017,2003-05-18,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.8,24,45.6,24,1004.9,24,999.9,0,9.9,24,9.3,24,20,26,78.1,*,51.8,*,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,18,2000-05-18,0,7.89
72565003017,2003-05-19,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",48.2,24,41.6,24,1021.2,20,999.9,0,9.4,24,11.2,24,20,22.9,73.9,NA,39,NA,0.09,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,19,2000-05-19,0.09,7.9799999999999995
72565003017,2003-05-20,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",47.2,24,32.7,24,1028.9,24,999.9,0,9.9,24,10.6,24,21,28,64,NA,39,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,20,2000-05-20,0,7.9799999999999995
72565003017,2003-05-21,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",56.2,24,37.1,24,1018.2,24,999.9,0,9.8,24,5.8,24,12,999.9,75.9,NA,41,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,21,2000-05-21,0,7.9799999999999995
72565003017,2003-05-22,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",64.2,24,40.1,24,1014.7,24,999.9,0,9.9,24,8.2,24,14,999.9,78.1,NA,43,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,22,2000-05-22,0,7.9799999999999995
72565003017,2003-05-23,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",63,24,48.8,24,1015.1,24,999.9,0,8.8,24,8.1,24,13,999.9,79,NA,48.9,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,23,2000-05-23,0,7.9799999999999995
72565003017,2003-05-24,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",63.5,24,50,24,1013.4,23,999.9,0,8.4,24,7.4,24,12,999.9,79,NA,48.9,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,24,2000-05-24,0,7.9799999999999995
72565003017,2003-05-25,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",59.8,24,53.2,24,1012.1,22,999.9,0,8.7,21,7.3,24,14,999.9,72,NA,50,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,25,2000-05-25,0,7.9799999999999995
72565003017,2003-05-26,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",61.7,24,52.1,24,1011.3,21,999.9,0,7.6,24,7.3,24,13,999.9,78.1,NA,50,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,26,2000-05-26,0,7.9799999999999995
72565003017,2003-05-27,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",66.5,24,51.5,24,1016.1,24,999.9,0,9.3,24,7.7,24,15,21,82.9,NA,50,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,27,2000-05-27,0,7.9799999999999995
72565003017,2003-05-28,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",68.9,24,54.1,24,1020.6,24,999.9,0,9.9,24,5,24,8.9,999.9,84,NA,51.1,NA,0,G,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,28,2000-05-28,0,7.9799999999999995
72565003017,2003-05-29,39.84657,-104.65623,1647.2,"DENVER INTERNATIONAL AIRPORT, CO US",76.8,24,47.2,24,1012.1,24,999.9,0,9.9,24,11.6,24,16.9,20,93.9,NA,54,NA,0,D,999.9,NA,NA,NA,NA,NA,NA,2003,2003,May,29,2000-05-29,0,7.9799999999999995
